idx,circuit_name,signal_name,node_count,edge_count,similarity,label,label_by,notes
# 说明：label列初始为空，0=正常，1=木马；label_by标注者；notes备注
0,"AES-T100","top.Trojan.lfsr.d0",17,19,0.9777,,"","待标注"
1,"AES-T100","top.Trojan.lfsr.lfsr_stream",12,11,0.6755,,"","待标注"
2,"AES-T100","top.Trojan.load",452,577,0.9111,,"","待标注"
3,"AES-T1000","top.Trigger.Tj_Trig",12,11,0.5186,,"","待标注"
4,"AES-T1000","top.Trojan.lfsr.d0",17,19,0.9817,,"","待标注"
5,"AES-T1000","top.Trojan.lfsr.lfsr_stream",19,19,0.4066,,"","待标注"
6,"AES-T1000","top.Trojan.load",452,577,0.9012,,"","待标注"
7,"AES-T1100","top.Trigger.State0",12,11,0.7987,,"","待标注"
8,"AES-T1100","top.Trigger.State1",19,20,0.8106,,"","待标注"
9,"AES-T1100","top.Trigger.State2",26,29,0.8360,,"","待标注"
10,"AES-T1100","top.Trigger.State3",33,38,0.7963,,"","待标注"
11,"AES-T1100","top.Trigger.Tj_Trig",8,7,0.3103,,"","待标注"
12,"AES-T1100","top.Trojan.lfsr.d0",17,19,0.9853,,"","待标注"
13,"AES-T1100","top.Trojan.lfsr.lfsr_stream",17,17,0.6287,,"","待标注"
14,"AES-T1100","top.Trojan.load",452,577,0.9276,,"","待标注"
15,"AES-T1200","top.Trigger.Counter",9,8,0.4293,,"","待标注"
16,"AES-T1200","top.Trigger.Tj_Trig",12,11,0.6091,,"","待标注"
17,"AES-T1200","top.Trojan.lfsr.d0",17,19,0.9762,,"","待标注"
18,"AES-T1200","top.Trojan.lfsr.lfsr_stream",17,17,0.4671,,"","待标注"
19,"AES-T1200","top.Trojan.load",452,577,0.9188,,"","待标注"
20,"AES-T1300","top.Trigger.Tj_Trig",12,11,0.8063,,"","待标注"
21,"AES-T1300","top.Trojan.enable1",68,81,0.9819,,"","待标注"
22,"AES-T1300","top.Trojan.enable2",68,81,0.9830,,"","待标注"
23,"AES-T1300","top.Trojan.enable3",68,81,0.9819,,"","待标注"
24,"AES-T1300","top.Trojan.enable4",68,81,0.9824,,"","待标注"
25,"AES-T1300","top.Trojan.enable5",68,81,0.9814,,"","待标注"
26,"AES-T1300","top.Trojan.enable6",68,81,0.9821,,"","待标注"
27,"AES-T1300","top.Trojan.enable7",68,81,0.9814,,"","待标注"
28,"AES-T1300","top.Trojan.enable8",68,81,0.9815,,"","待标注"
29,"AES-T1300","top.Trojan.SHReg1",18,19,0.8860,,"","待标注"
30,"AES-T1300","top.Trojan.SHReg2",18,19,0.8976,,"","待标注"
31,"AES-T1300","top.Trojan.SHReg3",18,19,0.8947,,"","待标注"
32,"AES-T1300","top.Trojan.SHReg4",18,19,0.8875,,"","待标注"
33,"AES-T1300","top.Trojan.SHReg5",18,19,0.8972,,"","待标注"
34,"AES-T1300","top.Trojan.SHReg6",18,19,0.8736,,"","待标注"
35,"AES-T1300","top.Trojan.SHReg7",18,19,0.9068,,"","待标注"
36,"AES-T1300","top.Trojan.SHReg8",18,19,0.9031,,"","待标注"
37,"AES-T1400","top.Trigger.State0",12,11,0.9109,,"","待标注"
38,"AES-T1400","top.Trigger.State1",19,20,0.9143,,"","待标注"
39,"AES-T1400","top.Trigger.State2",26,29,0.9193,,"","待标注"
40,"AES-T1400","top.Trigger.State3",33,38,0.9095,,"","待标注"
41,"AES-T1400","top.Trigger.Tj_Trig",8,7,0.5433,,"","待标注"
42,"AES-T1400","top.Trojan.enable1",68,81,0.9876,,"","待标注"
43,"AES-T1400","top.Trojan.enable2",68,81,0.9877,,"","待标注"
44,"AES-T1400","top.Trojan.enable3",68,81,0.9871,,"","待标注"
45,"AES-T1400","top.Trojan.enable4",68,81,0.9874,,"","待标注"
46,"AES-T1400","top.Trojan.enable5",68,81,0.9873,,"","待标注"
47,"AES-T1400","top.Trojan.enable6",68,81,0.9868,,"","待标注"
48,"AES-T1400","top.Trojan.enable7",68,81,0.9866,,"","待标注"
49,"AES-T1400","top.Trojan.enable8",68,81,0.9870,,"","待标注"
50,"AES-T1400","top.Trojan.SHReg1",18,19,0.9358,,"","待标注"
51,"AES-T1400","top.Trojan.SHReg2",18,19,0.9387,,"","待标注"
52,"AES-T1400","top.Trojan.SHReg3",18,19,0.9397,,"","待标注"
53,"AES-T1400","top.Trojan.SHReg4",18,19,0.9449,,"","待标注"
